User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Image-URL-M
225087,0670878073,8,Wobegon Boy,Garrison Keillor,http://images.amazon.com/images/P/0670878073.01.MZZZZZZZ.jpg
142256,0452282829,8,We Were the Mulvaneys,Joyce Carol Oates,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg
222220,0446610038,8,1st to Die: A Novel,James Patterson,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg
28177,0679735666,6,A Natural History of the Senses,Diane Ackerman,http://images.amazon.com/images/P/0679735666.01.MZZZZZZZ.jpg
271176,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg
82893,0880382651,9,"Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)",Margaret Weis,http://images.amazon.com/images/P/0880382651.01.MZZZZZZZ.jpg
207148,0385482388,9,The Mistress of Spices,Chitra Banerjee Divakaruni,http://images.amazon.com/images/P/0385482388.01.MZZZZZZZ.jpg
274301,0855616539,10,The potato factory: A novel,Bryce Courtenay,http://images.amazon.com/images/P/0855616539.01.MZZZZZZZ.jpg
55927,0060938099,7,Enemy Women : A Novel,Paulette Jiles,http://images.amazon.com/images/P/0060938099.01.MZZZZZZZ.jpg
46398,0670451932,9,Cujo,Stephen King,http://images.amazon.com/images/P/0670451932.01.MZZZZZZZ.jpg
138198,067102423X,5,Bag of Bones,Stephen King,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg
24194,0446310786,8,To Kill a Mockingbird,Harper Lee,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg
171638,0446611638,7,Lost Light,Michael Connelly,http://images.amazon.com/images/P/0446611638.01.MZZZZZZZ.jpg
27740,0061099805,6,Swimming to Catalina,Stuart Woods,http://images.amazon.com/images/P/0061099805.01.MZZZZZZZ.jpg
59209,0812504224,10,The Adventures of Huckleberry Finn,Mark Twain,http://images.amazon.com/images/P/0812504224.01.MZZZZZZZ.jpg
211303,0679459618,7,Dr. Death: A Novel,Jonathan Kellerman,http://images.amazon.com/images/P/0679459618.01.MZZZZZZZ.jpg
42093,0312872402,8,Kushiel's Avatar (Kushiel's Legacy),Jacqueline Carey,http://images.amazon.com/images/P/0312872402.01.MZZZZZZZ.jpg
208620,0446359688,7,Red Phoenix,Larry Bond,http://images.amazon.com/images/P/0446359688.01.MZZZZZZZ.jpg
227447,1558748008,10,"Chicken Soup for the Preteen Soul - 101 Stories of Changes, Choices and Growing Up for Kids, ages 10-13",Jack Canfield,http://images.amazon.com/images/P/1558748008.01.MZZZZZZZ.jpg
174092,0525946829,7,Quentins,Maeve Binchy,http://images.amazon.com/images/P/0525946829.01.MZZZZZZZ.jpg
38273,0061098752,5,In Her Defense,Stephen Horn,http://images.amazon.com/images/P/0061098752.01.MZZZZZZZ.jpg
194600,0394828054,7,The Chocolate War,Robert Cormier,http://images.amazon.com/images/P/0394828054.01.MZZZZZZZ.jpg
182459,0441002935,5,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,http://images.amazon.com/images/P/0441002935.01.MZZZZZZZ.jpg
158295,0399140093,7,Mind Prey,John Sandford,http://images.amazon.com/images/P/0399140093.01.MZZZZZZZ.jpg
246776,0684862719,9,Pay It Forward: A Novel,Catherine Ryan Hyde,http://images.amazon.com/images/P/0684862719.01.MZZZZZZZ.jpg
98440,0345440781,10,The Redemption of Althalus,David Eddings,http://images.amazon.com/images/P/0345440781.01.MZZZZZZZ.jpg
196738,0425118703,8,Midnight,Dean R. Koontz,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg
6662,0380802325,6,Suddenly You,Lisa Kleypas,http://images.amazon.com/images/P/0380802325.01.MZZZZZZZ.jpg
69389,0553279912,8,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg
222050,0449215296,8,Family: The Ties That Bind and Gag,Erma Bombeck,http://images.amazon.com/images/P/0449215296.01.MZZZZZZZ.jpg
144315,0061097349,8,The Flower Master,Sujata Massey,http://images.amazon.com/images/P/0061097349.01.MZZZZZZZ.jpg
222035,0446608262,9,The Lion's Game,Nelson DeMille,http://images.amazon.com/images/P/0446608262.01.MZZZZZZZ.jpg
6431,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg
123883,0399148248,5,Midnight Bayou,Nora Roberts,http://images.amazon.com/images/P/0399148248.01.MZZZZZZZ.jpg
101731,0380978415,8,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,http://images.amazon.com/images/P/0380978415.01.MZZZZZZZ.jpg
241791,0345435273,5,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),LAURELL K. HAMILTON,http://images.amazon.com/images/P/0345435273.01.MZZZZZZZ.jpg
223644,0446610038,9,1st to Die: A Novel,James Patterson,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg
97653,0385314043,8,"Piano Lessons: Music, Love, &amp; True Adventures",Noah Adams,http://images.amazon.com/images/P/0385314043.01.MZZZZZZZ.jpg
8681,0679723439,8,Despair (Vintage International),Vladimir Vladimirovich Nabokov,http://images.amazon.com/images/P/0679723439.01.MZZZZZZZ.jpg
36807,0743431030,5,Mother of Pearl,Melinda Haynes,http://images.amazon.com/images/P/0743431030.01.MZZZZZZZ.jpg
109955,0380793261,9,Yankee Doodle Dead (Death on Demand Mysteries (Paperback)),Carolyn Hart,http://images.amazon.com/images/P/0380793261.01.MZZZZZZZ.jpg
224809,0385265700,10,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg
235105,0345434471,9,L.A. Requiem,ROBERT CRAIS,http://images.amazon.com/images/P/0345434471.01.MZZZZZZZ.jpg
147307,0515135062,7,Three Fates,Nora Roberts,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg
70379,0590452037,9,Maniac Magee,Jerry Spinelli,http://images.amazon.com/images/P/0590452037.01.MZZZZZZZ.jpg
94347,0876855575,9,Ham on Rye,Charles Bukowski,http://images.amazon.com/images/P/0876855575.01.MZZZZZZZ.jpg
189835,0684853515,5,Hearts In Atlantis : New Fiction,Stephen King,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg
95261,0140077154,6,Money,Martin Amis,http://images.amazon.com/images/P/0140077154.01.MZZZZZZZ.jpg
119725,0671742515,10,Long Dark Tea Time of the Soul,Douglas Adams,http://images.amazon.com/images/P/0671742515.01.MZZZZZZZ.jpg
205943,0440147956,10,Light a Penny Candle,Maeve Binchy,http://images.amazon.com/images/P/0440147956.01.MZZZZZZZ.jpg
26713,0679441018,8,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,http://images.amazon.com/images/P/0679441018.01.MZZZZZZZ.jpg
245410,067168289X,9,IF THERE BE THORNS (Dollanger Saga (Paperback)),V.C. Andrews,http://images.amazon.com/images/P/067168289X.01.MZZZZZZZ.jpg
210485,0060938455,9,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg
69684,0060987049,6,Microserfs,Douglas Coupland,http://images.amazon.com/images/P/0060987049.01.MZZZZZZZ.jpg
70666,0345378490,6,Congo,Michael Crichton,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg
192244,0452282829,4,We Were the Mulvaneys,Joyce Carol Oates,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg
168954,0765342308,5,Briar Rose,Jane Yolen,http://images.amazon.com/images/P/0765342308.01.MZZZZZZZ.jpg
56039,2020306492,10,Acid test,Tom Wolfe,http://images.amazon.com/images/P/2020306492.01.MZZZZZZZ.jpg
235105,0553566040,9,Missing Joseph,Elizabeth George,http://images.amazon.com/images/P/0553566040.01.MZZZZZZZ.jpg
146175,0618129022,10,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,http://images.amazon.com/images/P/0618129022.01.MZZZZZZZ.jpg
135045,0345435338,8,Windchill Summer: A Novel (Ballantine Reader's Circle),Norris Church Mailer,http://images.amazon.com/images/P/0345435338.01.MZZZZZZZ.jpg
22818,0743436768,7,Path of the Assassin,Brad Thor,http://images.amazon.com/images/P/0743436768.01.MZZZZZZZ.jpg
154553,1893956032,9,A Language Older Than Words,Derrick Jensen,http://images.amazon.com/images/P/1893956032.01.MZZZZZZZ.jpg
11676,0679720200,3,The Stranger,ALBERT CAMUS,http://images.amazon.com/images/P/0679720200.01.MZZZZZZZ.jpg
245410,0312983867,8,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312983867.01.MZZZZZZZ.jpg
254206,0440206154,10,Red Dragon,Thomas Harris,http://images.amazon.com/images/P/0440206154.01.MZZZZZZZ.jpg
228681,0821770802,3,Can't Stop Loving You (Zebra Romantic Suspense),Janelle Taylor,http://images.amazon.com/images/P/0821770802.01.MZZZZZZZ.jpg
50129,0671039903,9,Willow (Debeers),V.C. Andrews,http://images.amazon.com/images/P/0671039903.01.MZZZZZZZ.jpg
105979,0425168468,5,Practical Magic,Alice Hoffman,http://images.amazon.com/images/P/0425168468.01.MZZZZZZZ.jpg
38176,0679781277,5,Martin Dressler : The Tale of an American Dreamer (Vintage Contemporaries),STEVEN MILLHAUSER,http://images.amazon.com/images/P/0679781277.01.MZZZZZZZ.jpg
122793,0804106304,9,The Joy Luck Club,Amy Tan,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg
112001,0440221595,10,The Glass Lake,Maeve Binchy,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg
44535,0399140751,9,The Cat Who Said Cheese,Lilian Jackson Braun,http://images.amazon.com/images/P/0399140751.01.MZZZZZZZ.jpg
209631,0743225406,7,The Shipping News : A Novel,Annie Proulx,http://images.amazon.com/images/P/0743225406.01.MZZZZZZZ.jpg
108336,0684826801,6,Survival In Auschwitz,Primo Levi,http://images.amazon.com/images/P/0684826801.01.MZZZZZZZ.jpg
16634,0380018179,7,The Thorn Birds,Colleen McCullough,http://images.amazon.com/images/P/0380018179.01.MZZZZZZZ.jpg
270801,0312140940,9,Wonder Boys : A Novel (Bestselling Backlist),Michael Chabon,http://images.amazon.com/images/P/0312140940.01.MZZZZZZZ.jpg
30735,0449910237,8,Moo,Jane Smiley,http://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg
105517,0385484518,10,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg
39227,042515601X,8,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,http://images.amazon.com/images/P/042515601X.01.MZZZZZZZ.jpg
38091,0767905202,7,Mr. Maybe,Jane Green,http://images.amazon.com/images/P/0767905202.01.MZZZZZZZ.jpg
271195,0440236673,6,The Brethren,John Grisham,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg
133571,0064430170,8,Goodnight Moon,Margaret Wise Brown,http://images.amazon.com/images/P/0064430170.01.MZZZZZZZ.jpg
206016,015216250X,10,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,http://images.amazon.com/images/P/015216250X.01.MZZZZZZZ.jpg
142479,0553212710,7,Dracula (Bantam Classics),BRAM STOKER,http://images.amazon.com/images/P/0553212710.01.MZZZZZZZ.jpg
104144,0380792494,10,Devil's Claw,J.A. Jance,http://images.amazon.com/images/P/0380792494.01.MZZZZZZZ.jpg
2033,0375815260,10,Charlie and the Chocolate Factory,ROALD DAHL,http://images.amazon.com/images/P/0375815260.01.MZZZZZZZ.jpg
178920,0679721886,5,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,MAXINE HONG KINGSTON,http://images.amazon.com/images/P/0679721886.01.MZZZZZZZ.jpg
95359,0671646575,8,Heat and Dust,Ruth Prawer Jhabvala,http://images.amazon.com/images/P/0671646575.01.MZZZZZZZ.jpg
153662,0446394521,5,Daisy Fay and the Miracle Man,Fannie Flagg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg
272407,0670880728,9,Bridget Jones's Diary,Helen Fielding,http://images.amazon.com/images/P/0670880728.01.MZZZZZZZ.jpg
205285,038533334X,5,Charming Billy,Alice McDermott,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg
33179,0451188462,5,Desperation,Stephen King,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg
225087,0380012863,10,Jonathan Livingston Seagull,Richard Bach,http://images.amazon.com/images/P/0380012863.01.MZZZZZZZ.jpg
90075,0553802038,8,Fatal,MICHAEL PALMER,http://images.amazon.com/images/P/0553802038.01.MZZZZZZZ.jpg
154469,044021145X,10,The Firm,John Grisham,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg
146207,0553579606,7,Ashes to Ashes,TAMI HOAG,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg
225449,0380717581,9,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),Sue Henry,http://images.amazon.com/images/P/0380717581.01.MZZZZZZZ.jpg
261998,0380818205,7,The Marriage Lesson,Victoria Alexander,http://images.amazon.com/images/P/0380818205.01.MZZZZZZZ.jpg
74493,0515121843,9,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,http://images.amazon.com/images/P/0515121843.01.MZZZZZZZ.jpg
270820,0451167805,8,Firestarter,Stephen King,http://images.amazon.com/images/P/0451167805.01.MZZZZZZZ.jpg
155219,0140254544,4,A Light in the Window (The Mitford Years),Jan Karon,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg
240035,0446350109,5,Windmills of the Gods,Sidney Sheldon,http://images.amazon.com/images/P/0446350109.01.MZZZZZZZ.jpg
210959,0380724979,8,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,http://images.amazon.com/images/P/0380724979.01.MZZZZZZZ.jpg
104399,0440945151,10,Killing Mr. Griffin (Laurel Leaf Books),Lois Duncan,http://images.amazon.com/images/P/0440945151.01.MZZZZZZZ.jpg
66680,038531700X,6,The Loop: A Novel,Nicholas Evans,http://images.amazon.com/images/P/038531700X.01.MZZZZZZZ.jpg
81977,0679879250,10,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,http://images.amazon.com/images/P/0679879250.01.MZZZZZZZ.jpg
166646,0451526732,10,Narrative of the Life of Frederick Douglass: An American Slave (Signet Classics (Paperback)),Frederick Douglass,http://images.amazon.com/images/P/0451526732.01.MZZZZZZZ.jpg
140340,0446603503,7,Superstitious,R. L. Stine,http://images.amazon.com/images/P/0446603503.01.MZZZZZZZ.jpg
257454,0312966970,8,Four To Score (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg
56554,1401300316,8,The Center of Everything,Laura Moriarty,http://images.amazon.com/images/P/1401300316.01.MZZZZZZZ.jpg
114544,1558745157,7,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg
179433,044021873X,8,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,http://images.amazon.com/images/P/044021873X.01.MZZZZZZZ.jpg
211426,0451525949,8,The Three Musketeers,Alexandre Dumas,http://images.amazon.com/images/P/0451525949.01.MZZZZZZZ.jpg
216962,0553212788,7,The Prince,Niccolo Machiavelli,http://images.amazon.com/images/P/0553212788.01.MZZZZZZZ.jpg
177432,0451180755,7,The Burglar Who Liked to Quote Kipling (Bernie Rhodenbarr Mysteries (Paperback)),Lawrence Block,http://images.amazon.com/images/P/0451180755.01.MZZZZZZZ.jpg
123883,0451409892,5,Phantom Waltz,Catherine Anderson,http://images.amazon.com/images/P/0451409892.01.MZZZZZZZ.jpg
41086,0451194691,8,Wild Highland Home,Alexandra Raife,http://images.amazon.com/images/P/0451194691.01.MZZZZZZZ.jpg
146057,0425171493,8,Framed in Lace (Needlecraft Mysteries),Monica Ferris,http://images.amazon.com/images/P/0425171493.01.MZZZZZZZ.jpg
31315,0452279607,10,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,http://images.amazon.com/images/P/0452279607.01.MZZZZZZZ.jpg
35859,0451209486,9,Killer Hair,Ellen Byerrum,http://images.amazon.com/images/P/0451209486.01.MZZZZZZZ.jpg
123510,0446359688,9,Red Phoenix,Larry Bond,http://images.amazon.com/images/P/0446359688.01.MZZZZZZZ.jpg
125519,0446609404,10,Cradle and All,James Patterson,http://images.amazon.com/images/P/0446609404.01.MZZZZZZZ.jpg
149204,0688177751,8,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg
135376,0895264544,9,Unlimited Access: An FBI Agent Inside the Clinton White House,Gary Warren Aldrich,http://images.amazon.com/images/P/0895264544.01.MZZZZZZZ.jpg
204864,0517554399,10,"So Long, and Thanks for all the Fish",Douglas Adams,http://images.amazon.com/images/P/0517554399.01.MZZZZZZZ.jpg
188022,0836204158,9,It'S Obvious You Won'T Survive By Your Wits Alone,Scott Adams,http://images.amazon.com/images/P/0836204158.01.MZZZZZZZ.jpg
86202,0790008696,7,The Whale Rider (Movie Cover Edition),Witi Ihimaera,http://images.amazon.com/images/P/0790008696.01.MZZZZZZZ.jpg
84201,0441788386,9,Stranger in a Strange Land,Robert A. Heinlein,http://images.amazon.com/images/P/0441788386.01.MZZZZZZZ.jpg
16795,0553213873,8,Story of My Life (Bantam Classic),Helen Keller,http://images.amazon.com/images/P/0553213873.01.MZZZZZZZ.jpg
11676,3499229412,5,Meineid: Roman,Petra Hammesfahr,http://images.amazon.com/images/P/3499229412.01.MZZZZZZZ.jpg
201969,0451193288,7,Reckless Endangerment,Robert K. Tanenbaum,http://images.amazon.com/images/P/0451193288.01.MZZZZZZZ.jpg
95360,0553348981,8,Jitterbug Perfume,TOM ROBBINS,http://images.amazon.com/images/P/0553348981.01.MZZZZZZZ.jpg
181176,0345396936,10,Cry to Heaven,Anne Rice,http://images.amazon.com/images/P/0345396936.01.MZZZZZZZ.jpg
165582,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg
182085,0373483287,10,Christmas Kisses,Linda Howard,http://images.amazon.com/images/P/0373483287.01.MZZZZZZZ.jpg
66680,0743242483,5,That Old Ace in the Hole : A Novel,Annie Proulx,http://images.amazon.com/images/P/0743242483.01.MZZZZZZZ.jpg
158295,034537536X,7,Show of Evil,William Diehl,http://images.amazon.com/images/P/034537536X.01.MZZZZZZZ.jpg
116758,0671774670,8,Mother of Pearl (Oprah's Book Club (Paperback)),Melinda Haynes,http://images.amazon.com/images/P/0671774670.01.MZZZZZZZ.jpg
210923,0446613851,8,A Body to Die For,Kate White,http://images.amazon.com/images/P/0446613851.01.MZZZZZZZ.jpg
197424,0842329129,9,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg
98391,0786867248,9,The Art of Deception,Ridley Pearson,http://images.amazon.com/images/P/0786867248.01.MZZZZZZZ.jpg
268622,0445406518,2,Crocodile on the Sandbank,Elizabeth Peters,http://images.amazon.com/images/P/0445406518.01.MZZZZZZZ.jpg
240906,0425090787,7,The Fourth Deadly Sin,Lawrence Sanders,http://images.amazon.com/images/P/0425090787.01.MZZZZZZZ.jpg
155147,0553268880,7,The Prince of Tides,Pat Conroy,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg
69078,0060275103,8,Ella Enchanted (Newbery Honor Book),Gail Carson Levine,http://images.amazon.com/images/P/0060275103.01.MZZZZZZZ.jpg
270713,0451456521,9,Lady of Avalon,Marion Zimmer Bradley,http://images.amazon.com/images/P/0451456521.01.MZZZZZZZ.jpg
81682,0375703063,5,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg
43619,0060930535,9,The Poisonwood Bible: A Novel,Barbara Kingsolver,http://images.amazon.com/images/P/0060930535.01.MZZZZZZZ.jpg
248064,0345420438,5,The Tailor of Panama,John Le Carre,http://images.amazon.com/images/P/0345420438.01.MZZZZZZZ.jpg
102967,1883473004,5,Mutant Message: Down Under,Marlo Morgan,http://images.amazon.com/images/P/1883473004.01.MZZZZZZZ.jpg
163804,0061042005,5,Suddenly,Barbara Delinsky,http://images.amazon.com/images/P/0061042005.01.MZZZZZZZ.jpg
247626,0515097128,2,I'm With the Band: Confessions of a Groupie,Pamela Des Barres,http://images.amazon.com/images/P/0515097128.01.MZZZZZZZ.jpg
173415,0679753117,7,Dead Lagoon: An Aurelio Zen Mystery (Vintage Crime/Black Lizard),Michael Dibdin,http://images.amazon.com/images/P/0679753117.01.MZZZZZZZ.jpg
238222,055357230X,10,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg
183284,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg
248718,0671737619,5,A Kingdom of Dreams,Judith McNaught,http://images.amazon.com/images/P/0671737619.01.MZZZZZZZ.jpg
158295,0020633505,5,The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation,Richard Mbey,http://images.amazon.com/images/P/0020633505.01.MZZZZZZZ.jpg
70052,080410753X,9,The Kitchen God's Wife,Amy Tan,http://images.amazon.com/images/P/080410753X.01.MZZZZZZZ.jpg
95932,0316182540,9,White Oleander : A Novel,Janet Fitch,http://images.amazon.com/images/P/0316182540.01.MZZZZZZZ.jpg
133689,0373825056,7,"Tyler #5: Blazing Star (Tyler, No 5)",Suzanne Ellison,http://images.amazon.com/images/P/0373825056.01.MZZZZZZZ.jpg
171970,0812967240,10,It's My F---ing Birthday : A Novel,MERRILL MARKOE,http://images.amazon.com/images/P/0812967240.01.MZZZZZZZ.jpg
47856,0451458540,9,Once upon a Winters Night,Dennis L. McKiernan,http://images.amazon.com/images/P/0451458540.01.MZZZZZZZ.jpg
102945,0141000198,8,Bridget Jones's Diary,Helen Fielding,http://images.amazon.com/images/P/0141000198.01.MZZZZZZZ.jpg
151790,0399150838,8,"So Many Books, So Little Time: A Year of Passionate Reading",Sara Nelson,http://images.amazon.com/images/P/0399150838.01.MZZZZZZZ.jpg
52175,0394574753,10,"The Crossing (Border Trilogy, Vol 2)",Cormac McCarthy,http://images.amazon.com/images/P/0394574753.01.MZZZZZZZ.jpg
137211,0385504209,8,The Da Vinci Code,Dan Brown,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg
92498,0385494149,8,Enduring Love,Ian McEwan,http://images.amazon.com/images/P/0385494149.01.MZZZZZZZ.jpg
32516,0399145702,9,The Cat Who Robbed a Bank (Cat Who... (Hardcover)),Lilian Jackson Braun,http://images.amazon.com/images/P/0399145702.01.MZZZZZZZ.jpg
40943,0316788228,10,The Pilot's Wife,Anita Shreve,http://images.amazon.com/images/P/0316788228.01.MZZZZZZZ.jpg
122429,0140185003,8,The Quiet American (Penguin Twentieth Century Classics),Graham Greene,http://images.amazon.com/images/P/0140185003.01.MZZZZZZZ.jpg
197659,0451169530,10,The Stand: Complete and Uncut,Stephen King,http://images.amazon.com/images/P/0451169530.01.MZZZZZZZ.jpg
107784,0451163494,5,The Key to Rebecca,Ken Follett,http://images.amazon.com/images/P/0451163494.01.MZZZZZZZ.jpg
212328,0451458311,6,Out of Avalon: Tales of Old Magic and New Myths,Jennifer Roberson,http://images.amazon.com/images/P/0451458311.01.MZZZZZZZ.jpg
88793,0316911488,9,You Know You Love Me: A Gossip Girl Novel,Cecily von Ziegesar,http://images.amazon.com/images/P/0316911488.01.MZZZZZZZ.jpg
69078,0060248025,8,Falling Up,Shel Silverstein,http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg
75119,0440222656,9,The Horse Whisperer,Nicholas Evans,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg
123981,0440222877,8,Missing Pieces,JOY FIELDING,http://images.amazon.com/images/P/0440222877.01.MZZZZZZZ.jpg
124688,0552145807,5,The Dance of the Voodoo Handbag,Robert Rankin,http://images.amazon.com/images/P/0552145807.01.MZZZZZZZ.jpg
87141,0425132625,8,Sky Masters,Dale Brown,http://images.amazon.com/images/P/0425132625.01.MZZZZZZZ.jpg
87688,0380652277,5,Murphy's Boy,Torey Hayden,http://images.amazon.com/images/P/0380652277.01.MZZZZZZZ.jpg
9856,0140042598,3,On the Road,Jack Kerouac,http://images.amazon.com/images/P/0140042598.01.MZZZZZZZ.jpg
